Year,Day (mm/dd),Area Office Code,Form No,Line No,Survey Type Name,District,Stat Area,Stream Number,Stream Name,Area Surveyed,Species Name,Observer Initials,Usage Code,Usage Description,Tide Description,Visibility Description,Water Level Description,Fish Presence,Mouth Count,Tidal Count,Live Count,Dead Count
1989,19-Sep,A,121,15,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,GFT,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,18,0
1989,19-Sep,A,124,13,FOOT,111,111-40,111-40-028,Sheep Creek,Unknown,Coho,KFK,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1,0
1989,20-Sep,A,100,2,AERIAL,192,192-60,192-60-010,Kiklukh River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1000,0
1989,21-Sep,A,107,3,FOOT,114,114-40,114-40-035,Trail River,Unknown,Coho,GFT,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1989,25-Sep,A,105,3,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,40,0
1989,25-Sep,A,107,5,FOOT,114,114-40,114-40-035,Trail River,Unknown,Coho,GFT,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,200,0,0
1989,25-Sep,D,33,8,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,57,0
1989,26-Sep,D,33,9,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,5,0
1989,27-Sep,A,100,7,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,3000,0
1989,27-Sep,A,100,8,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,150,0
1989,27-Sep,A,100,9,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,27-Sep,A,107,8,FOOT,114,114-27,114-27-055,Gallagher Creek,Unknown,Coho,GFT,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,27-Sep,B,88,2,FOOT,102,102-40,102-40-060,Lagoon Creek,Unknown,Coho,PSD,0,Not coded yet,Not recorded,Excellent,Normal,Fish present but not counted in Mouth,0,150,175,0
1989,29-Sep,A,100,11,AERIAL,192,192-60,192-60-010,Kiklukh River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,80,0
1989,29-Sep,A,100,12,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,26000,0
1989,29-Sep,A,100,13,AERIAL,192,192-42,192-42-040,Tsivat River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,12000,0
1989,29-Sep,A,100,14,AERIAL,192,192-41,192-41-010,Kaliakh River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1000,0
1989,29-Sep,A,100,15,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,6000,0
1989,29-Sep,A,100,16,AERIAL,191,191-20,191-20-380,Priest River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1000,0
1989,29-Sep,A,100,17,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,500,0
1989,29-Sep,A,100,18,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,800,0
1989,29-Sep,A,101,1,AERIAL,183,183-25,183-25-080,Manby Stream,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1200,0
1989,29-Sep,A,107,13,FOOT,112,112-65,112-65-024,Greens Creek,Unknown,Coho,GFT,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,30-Sep,A,101,2,AERIAL,183,183-90,183-90-220,Esker Stream,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,50,0
1989,30-Sep,A,101,3,AERIAL,183,183-55,183-55-100,Spoon River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,60,0
1989,30-Sep,A,101,5,AERIAL,183,183-80,183-80-170,Sudden Stream,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,110,0
1989,1-Oct,D,36,1,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,MMK,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,520,0
1989,2-Oct,A,101,11,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,2-Oct,A,135,5,FOOT,115,115-32,115-32-027,"Clear Creek Murphy Flat, Chilkat Lake",Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,61,0
1989,2-Oct,B,90,1,FOOT,101,101-47,101-47-015,Ward Creek,Unknown,Coho,T T,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,19,0
1989,2-Oct,B,103,1,FOOT,102,102-60,102-60-072,Twelvemile Creek,Unknown,Coho,GMF,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,178,0
1989,3-Oct,A,101,9,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1000,0
1989,3-Oct,A,101,10,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1200,0
1989,4-Oct,A,116,3,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,61,0
1989,4-Oct,A,118,1,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,51,2
1989,4-Oct,C,151,2,HELICOPTER,109,109-30,109-30-003,Eliza Creek,Unknown,Coho,JRE,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,147,0
1989,4-Oct,C,151,3,HELICOPTER,109,109-45,109-45-013,Salt Chuck-Security,Unknown,Coho,JRE,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,10,30,0
1989,4-Oct,C,153,1,FOOT,106,106-41,106-41-034,Big Ck Red Bay,Unknown,Coho,RCL,0,Not coded yet,Tide High,Poor,High,Not recorded,0,0,11,0
1989,4-Oct,C,153,2,FOOT,105,105-32,105-32-073,3 Mile Arm NW Arm Hd,Unknown,Coho,RCL,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,174,0
1989,5-Oct,A,106,13,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,400,0
1989,5-Oct,A,106,14,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,AJM,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,300,0,0,0
1989,5-Oct,A,114,2,AERIAL,115,115-10,115-10-080,Endicott River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,40,0
1989,5-Oct,A,114,4,AERIAL,115,115-20,115-20-020,Lace River Berners B,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,830,0
1989,5-Oct,A,117,9,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,MRB,3,Peak survey - useful for indexing abundance,Not recorded,Not recorded,Not recorded,Not recorded,0,0,227,15
1989,5-Oct,A,117,14,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,47,0
1989,5-Oct,A,600,8,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,KAK,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,79,30
1989,5-Oct,B,103,8,FOOT,103,103-60,103-60-077,Trocadero B R Head,Unknown,Coho,GMF,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,14,1
1989,5-Oct,B,103,10,FOOT,103,103-60,103-60-077,Trocadero B R Head,Unknown,Coho,DLR,0,Not coded yet,Tide Intermediate,Poor,Normal,Not recorded,0,0,76,0
1989,5-Oct,C,154,1,HELICOPTER,108,108-41,108-41-010,North Arm Creek,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,40,0
1989,5-Oct,C,154,2,HELICOPTER,108,108-40,108-40-013,Shakes Slough,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,55,0
1989,5-Oct,C,154,3,HELICOPTER,108,108-40,108-40-13A,W of Hot Springs,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,175,0
1989,5-Oct,C,154,4,HELICOPTER,108,108-40,108-40-014,Ketili Creek Barnes,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1989,5-Oct,C,154,5,HELICOPTER,108,108-40,108-40-016,Kikahe River,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,120,0
1989,5-Oct,C,154,6,HELICOPTER,108,108-40,108-40-018,Shuktusa Branch,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,75,0
1989,5-Oct,C,154,7,HELICOPTER,108,108-40,108-40-020,Andrews Creek,Unknown,Coho,RCL,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,570,0
1989,5-Oct,C,154,8,HELICOPTER,107,107-30,107-30-070,Snake Ck Olive Cove,Unknown,Coho,RCL,0,Not coded yet,Tide High,Normal,High,Not recorded,0,0,170,0
1989,5-Oct,C,154,9,FOOT,106,106-22,106-22-006,Flat Ck Mosman Inlet,Unknown,Coho,RLT,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,29,0
1989,5-Oct,D,33,11,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,76,0
1989,5-Oct,D,33,12,FOOT,113,113-66,113-66-006,St. John Baptist Hd,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,89,0
1989,5-Oct,D,33,13,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RDJ,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,79,0
1989,10-Oct,B,92,1,FOOT,101,101-90,101-90-029,Traitors Cove Creek,Unknown,Coho,SHH,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,10-Oct,B,93,1,FOOT,102,102-40,102-40-060,Lagoon Creek,Unknown,Coho,PSD,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,50,0
1989,10-Oct,B,200,2,FOOT,101,101-80,101-80-070,Hatchery Ck-Yes Bay,Unknown,Coho,TPZ,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,100,1
1989,11-Oct,A,135,6,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,981,6
1989,11-Oct,A,600,10,FOOT,115,115-32,115-32-070,Assignation Creek,Unknown,Coho,KAK,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,126,0
1989,12-Oct,A,105,4,FOOT,112,112-80,112-80-028,Chaik Bay Creek,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,303,106,0
1989,12-Oct,A,105,7,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1989,12-Oct,A,105,8,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,200,0
1989,12-Oct,A,116,4,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,125,4
1989,12-Oct,A,116,13,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,288,9
1989,12-Oct,A,135,7,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,23,0
1989,12-Oct,B,94,3,FOOT,101,101-47,101-47-015,Ward Creek,Unknown,Coho,SHH,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,28,0
1989,12-Oct,D,36,4,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,MMK,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,285,0
1989,13-Oct,A,110,1,BOAT,182,182-70,182-70-015,Old Situk River,Unknown,Coho,REJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,148,0
1989,13-Oct,A,114,5,AERIAL,114,114-27,114-27-015,Suntaheen Creek,Unknown,Coho,RPJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,17,0
1989,13-Oct,A,117,10,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,210,4
1989,13-Oct,A,117,15,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,131,2
1989,13-Oct,B,103,13,FOOT,102,102-60,102-60-084,Maybeso Creek,Unknown,Coho,GMF,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,93,0
1989,13-Oct,D,33,14,HELICOPTER,113,113-81,113-81-011,Black River,Unknown,Coho,RDJ,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,181,0
1989,13-Oct,D,33,15,HELICOPTER,113,113-43,113-43-002,Nakwasina River,Unknown,Coho,RDJ,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,36,0
1989,13-Oct,D,33,16,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,101,0
1989,14-Oct,A,101,12,AERIAL,183,183-90,183-90-220,Esker Stream,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,14-Oct,A,101,13,AERIAL,183,183-55,183-55-100,Spoon River,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,14-Oct,A,101,14,AERIAL,183,183-25,183-25-080,Manby Stream,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,650,0
1989,14-Oct,A,101,15,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,40,0
1989,14-Oct,A,101,16,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,4000,0
1989,14-Oct,A,101,17,AERIAL,191,191-20,191-20-380,Priest River,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,400,0
1989,14-Oct,A,131,8,AERIAL,115,115-32,115-32-070,Assignation Creek,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,184,0
1989,14-Oct,A,131,9,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,770,0
1989,14-Oct,A,131,10,AERIAL,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,650,0
1989,14-Oct,B,103,18,FOOT,103,103-60,103-60-059,Port St Nicholas Hd,Unknown,Coho,GMF,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,14-Oct,B,106,8,FOOT,101,101-15,101-15-085,Fish Creek-Hyder,Unknown,Coho,JHH,0,Not coded yet,Tide Intermediate,Normal,Normal,Not recorded,0,0,2,0
1989,14-Oct,B,106,10,FOOT,101,101-15,101-15-090,Marx Creek-Hyder,Unknown,Coho,JHH,0,Not coded yet,Tide Intermediate,Normal,Normal,Not recorded,0,0,1,0
1989,15-Oct,D,33,19,FOOT,109,109-10,109-10-023,Deep Cove NW Head,Unknown,Coho,NSR,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,27,0
1989,16-Oct,A,118,12,FOOT,111,111-50,111-50-069,Fish Creek-Douglas I,Unknown,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,177,0
1989,16-Oct,A,118,13,FOOT,111,111-50,111-50-069,Fish Creek-Douglas I,Unknown,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,237,0
1989,16-Oct,A,118,14,FOOT,112,112-17,112-17-016,Ward Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,3,0
1989,16-Oct,A,135,8,FOOT,115,115-32,115-32-027,"Clear Creek Murphy Flat, Chilkat Lake",Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,134,0
1989,16-Oct,B,100,1,FOOT,101,101-71,101-71-028,Walker Creek,Unknown,Coho,T T,0,Not coded yet,Tide Intermediate,Excellent,Normal,Not recorded,0,0,10,0
1989,16-Oct,B,102,3,FOOT,106,106-35,106-35-080,108 Creek Whale Pass,Unknown,Coho,GMF,0,Not coded yet,Tide Intermediate,Normal,Normal,Not recorded,0,0,113,1
1989,16-Oct,C,156,3,FOOT,107,107-45,107-45-078,Earl West Creek,Unknown,Coho,RLT,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,1,0
1989,16-Oct,D,33,17,FOOT,113,113-41,113-41-019,Indian River Sitka,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,603,0
1989,16-Oct,D,36,5,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,MMK,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,238,2
1989,17-Oct,A,116,14,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,514,8
1989,17-Oct,A,117,11,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,40,31
1989,18-Oct,A,116,6,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,102,14
1989,18-Oct,A,135,9,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,933,12
1989,19-Oct,A,118,3,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,76,2
1989,19-Oct,A,135,10,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,48,0
1989,19-Oct,A,135,11,FOOT,115,115-32,115-32-057,31 Mile Creek,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,3,0
1989,19-Oct,D,33,18,FOOT,113,113-43,113-43-002,Nakwasina River,Unknown,Coho,RAD,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,129,0
1989,20-Oct,A,117,16,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,59,20
1989,20-Oct,A,133,1,FOOT,115,115-20,115-20-010,Berners River,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,7509,0
1989,20-Oct,A,135,12,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,182,0
1989,20-Oct,B,200,3,FOOT,101,101-80,101-80-070,Hatchery Ck-Yes Bay,Unknown,Coho,TPZ,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,512,50
1989,22-Oct,A,110,3,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,65,0
1989,22-Oct,A,110,4,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,20,0
1989,22-Oct,A,110,5,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,570,0
1989,22-Oct,A,110,6,AERIAL,182,182-40,182-40-010,Akwe River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1989,22-Oct,A,110,7,AERIAL,182,182-30,182-30-015,Cabin Creek,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,410,0
1989,22-Oct,A,110,9,AERIAL,182,182-30,182-30-032,Garbage Creek,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,30,0
1989,22-Oct,A,110,10,AERIAL,182,182-30,182-30-040,Gines Creek,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,22-Oct,A,110,11,AERIAL,182,182-30,182-30-011,Tanis River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,700,0
1989,22-Oct,A,110,12,AERIAL,182,182-30,182-30-011,Tanis River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,750,0
1989,22-Oct,A,110,13,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,600,0
1989,22-Oct,A,110,15,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1000,0
1989,22-Oct,A,110,16,AERIAL,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,750,0
1989,22-Oct,A,110,17,AERIAL,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,KAW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,300,0
1989,22-Oct,B,96,1,FOOT,101,101-45,101-45-078,Carroll Creek,Unknown,Coho,T T,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,18,0
1989,22-Oct,B,98,1,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Unknown,Coho,JFK,3,Peak survey - useful for indexing abundance,Tide High,Normal,Low,Not recorded,0,0,350,0
1989,22-Oct,B,98,2,HELICOPTER,101,101-30,101-30-060,Marten River,Unknown,Coho,JFK,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,1175,0
1989,22-Oct,B,98,3,HELICOPTER,101,101-15,101-15-019,Tombstone River,Unknown,Coho,JFK,3,Peak survey - useful for indexing abundance,Tide High,Excellent,Low,Not recorded,0,0,950,0
1989,22-Oct,B,98,5,HELICOPTER,101,101-30,101-30-030,Keta River,Unknown,Coho,JFK,3,Peak survey - useful for indexing abundance,Tide Low,Excellent,Low,Not recorded,0,0,650,0
1989,22-Oct,B,98,6,HELICOPTER,101,101-55,101-55-040,Blossom River,Unknown,Coho,JFK,3,Peak survey - useful for indexing abundance,Tide High,Excellent,Low,Not recorded,0,0,1000,0
1989,22-Oct,B,98,8,HELICOPTER,101,101-55,101-55-020,Wilson River,Unknown,Coho,JFK,0,Not coded yet,Tide High,Poor,Low,Not recorded,0,0,125,0
1989,23-Oct,A,105,9,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,120,0
1989,23-Oct,A,105,10,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,50,0
1989,23-Oct,A,105,11,AERIAL,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,180,0
1989,23-Oct,A,105,12,AERIAL,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1989,23-Oct,A,105,13,AERIAL,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,600,0
1989,23-Oct,A,105,14,AERIAL,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,300,0
1989,23-Oct,A,111,1,HELICOPTER,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,1670,0
1989,23-Oct,A,111,2,HELICOPTER,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,760,0
1989,23-Oct,A,111,3,HELICOPTER,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,STE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,400,0
1989,23-Oct,A,111,4,HELICOPTER,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,110,0
