Year,Day (mm/dd),Management Area Code,Line No,Survey Type Name,District,Stat Area,Stream Number,Stream Name,Area Surveyed,Species Name,Observer Initials,Usage Code,Usage Description,Tide Description,Visibility Description,Water Level Description,Fish Presence,Mouth Count,Tidal Count,Live Count,Dead Count
1988,22-Oct,A,11,HELICOPTER,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,STE,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,160,0
1988,22-Oct,A,12,HELICOPTER,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,JJM,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,170,0
1988,25-Oct,A,2,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,205,10
1988,25-Oct,A,3,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,110,2
1988,25-Oct,A,4,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,44,7
1988,25-Oct,A,8,FOOT,111,111-40,111-40-090,Kowee Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Normal,Not recorded,0,0,7,0
1988,27-Oct,A,5,FOOT,111,111-50,111-50-075,Peterson Ck Doug Is,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,0,0
1988,1-Nov,A,9,FOOT,111,111-40,111-40-028,Sheep Creek,Unknown,Coho,MRB,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Live,0,0,0,0
1988,2-Nov,A,6,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,81,63
1988,3-Nov,A,1,HELICOPTER,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,630,0
1988,3-Nov,A,2,HELICOPTER,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,410,0
1988,3-Nov,A,3,HELICOPTER,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,1500,0
1988,3-Nov,A,4,HELICOPTER,111,111-32,111-32-032,Taku River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,5,0
1988,3-Nov,A,4,HELICOPTER,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,STE,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,660,0
1988,3-Nov,A,5,HELICOPTER,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,STE,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,50,0
1988,3-Nov,A,6,HELICOPTER,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,1115,0
1988,3-Nov,A,7,HELICOPTER,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,410,0
1988,3-Nov,A,8,HELICOPTER,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,685,0
1988,3-Nov,A,9,HELICOPTER,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,510,0
1988,3-Nov,A,10,HELICOPTER,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,60,0
1988,4-Nov,A,7,FOOT,111,111-40,111-40-015,Salmon Creek Gast Ch,Unknown,Coho,MRD,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,8,0
1988,25-Aug,A,5,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Tide High,Excellent,Normal,Not recorded,0,0,1200,0
1988,26-Aug,A,11,FOOT,112,112-42,112-42-016,Corner Bay Creek,Unknown,Coho,NMB,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,6,0
1988,2-Sep,A,10,AERIAL,112,112-50,112-50-010,Pavlof River,Unknown,Coho,DJI,0,Not coded yet,Tide High,Normal,High,Not recorded,0,0,0,0
1988,7-Sep,A,7,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,600,0
1988,16-Sep,A,10,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,JJM,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,550,160,0
1988,16-Sep,A,11,AERIAL,112,112-67,112-67-045,Gabriel Creek,Unknown,Coho,JJM,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,0,0
1988,16-Sep,A,12,AERIAL,112,112-67,112-67-030,East End Fw Lake,Unknown,Coho,JJM,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,0,0
1988,26-Sep,A,1,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,2300,0
1988,26-Sep,A,7,AERIAL,112,112-80,112-80-028,Chaik Bay Creek,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,100,0,0
1988,26-Sep,A,9,FOOT,112,112-80,112-80-028,Chaik Bay Creek,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,60,0,0
1988,26-Sep,A,12,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,0,0
1988,3-Oct,A,6,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,JJM,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,1410,0
1988,3-Oct,A,7,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,JJM,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,70,0
1988,28-Oct,A,2,FOOT,112,112-80,112-80-028,Chaik Bay Creek,Unknown,Coho,JJM,0,Not coded yet,Tide Low,Excellent,Normal,Not recorded,0,14,287,0
1988,28-Oct,A,4,FOOT,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Normal,Normal,Not recorded,0,0,164,5
1988,28-Oct,A,5,FOOT,112,112-67,112-67-040,Jims Creek,Unknown,Coho,JJM,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,120,0
1988,28-Oct,A,6,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,0,0
1988,28-Oct,A,7,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,50,0
1988,13-Jul,D,15,AERIAL,113,113-22,113-22-028,Port Banks,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,25,0
1988,31-Jul,D,13,AERIAL,113,113-22,113-22-028,Port Banks,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,150,0
1988,10-Aug,D,2,AERIAL,113,113-22,113-22-028,Port Banks,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Mouth,0,0,0,0
1988,14-Aug,D,3,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,16,0
1988,19-Aug,D,7,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,28,0
1988,27-Aug,D,11,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,125,1
1988,2-Sep,D,1,FOOT,113,113-66,113-66-006,St. John Baptist Hd,Unknown,Coho,EVP,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1988,2-Sep,D,2,FOOT,113,113-41,113-41-13B,Eagle River,Unknown,Coho,EVP,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1988,2-Sep,D,3,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,12,0
1988,2-Sep,D,4,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,EVP,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,6,0
1988,5-Sep,D,15,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,175,0
1988,6-Sep,D,4,AERIAL,113,113-81,113-81-011,Black River,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Live,0,0,0,0
1988,6-Sep,D,5,FOOT,113,113-42,113-42-003,Noxen Creek,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1988,6-Sep,D,7,FOOT,113,113-42,113-42-003,Noxen Creek,Unknown,Coho,EVP,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,10,0
1988,7-Sep,D,6,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RAD,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,0,0
1988,8-Sep,D,7,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Live,0,0,0,0
1988,16-Sep,D,1,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,100,2
1988,25-Sep,D,5,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,300,0
1988,25-Sep,D,8,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RDJ,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,20,0
1988,3-Oct,D,6,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,656,0
1988,3-Oct,D,9,FOOT,113,113-66,113-66-006,St. John Baptist Hd,Unknown,Coho,AES,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,69,2
1988,3-Oct,D,10,FOOT,113,113-62,113-62-008,Sinitsin Cove Head,Unknown,Coho,AES,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,56,0
1988,5-Oct,D,11,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,AES,0,Not coded yet,Not recorded,Excellent,Not recorded,Not recorded,0,0,6,0
1988,10-Oct,D,12,HELICOPTER,113,113-81,113-81-011,Black River,Unknown,Coho,AES,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,280,0
1988,11-Oct,D,8,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,323,0
1988,12-Oct,D,13,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,AES,0,Not coded yet,Not recorded,Not recorded,Not recorded,Not recorded,0,0,45,0
1988,13-Oct,D,3,FOOT,113,113-41,113-41-13B,Eagle River,Unknown,Coho,JW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Live,0,0,0,0
1988,25-Oct,D,10,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,N-O,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,81,0
1988,27-Oct,D,4,FOOT,113,113-41,113-41-13B,Eagle River,Unknown,Coho,JW,0,Not coded yet,Not recorded,Not recorded,Not recorded,Fish present but not counted in Live,0,0,0,0
1988,27-Oct,D,15,FOOT,113,113-43,113-43-002,Nakwasina River,Unknown,Coho,AES,0,Not coded yet,Not recorded,Normal,Not recorded,Not recorded,0,0,104,0
1988,6-Sep,A,1,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,JJM,0,Not coded yet,Tide Low,Excellent,Normal,Not recorded,0,0,0,0
1988,13-Sep,A,3,FOOT,115,115-32,115-32-070,Assignation Creek,Unknown,Coho,KAK,0,Not coded yet,Not recorded,Normal,High,Fish present but not counted in Dead,0,0,13,0
1988,14-Sep,A,1,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,DJI,0,Not coded yet,Tide High,Normal,Normal,Not recorded,0,0,65,0
1988,19-Sep,A,1,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,MCS,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,360,0
1988,22-Sep,A,2,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,DJI,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,315,0
1988,22-Sep,A,6,AERIAL,115,115-32,115-32-045,Little Salmon River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,250,0
1988,26-Sep,A,15,AERIAL,115,115-20,115-20-010,Berners River,Unknown,Coho,DJI,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,680,0
1988,3-Oct,A,6,BOAT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Poor,High,Fish present but not counted in Live,0,0,0,0
1988,10-Oct,A,7,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,81,0
1988,12-Oct,A,1,AERIAL,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,120,0
1988,12-Oct,A,2,AERIAL,115,115-32,115-32-070,Assignation Creek,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,35,0
1988,12-Oct,A,3,AERIAL,115,115-32,115-32-030,Takhin River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,75,0
1988,12-Oct,A,6,AERIAL,115,115-33,115-33-065,Ferebee River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Poor,Low,Fish present but not counted in Live,0,0,0,0
1988,17-Oct,A,9,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,443,2
1988,20-Oct,A,10,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,81,2
1988,20-Oct,A,11,FOOT,115,115-32,115-32-057,31 Mile Creek,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Poor,High,Fish present but not counted in Live,0,0,0,0
1988,24-Oct,A,7,AERIAL,115,115-32,115-32-030,Takhin River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Poor,Low,Not recorded,0,0,1200,0
1988,24-Oct,A,12,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,535,4
1988,25-Oct,A,15,FOOT,115,115-32,115-32-057,31 Mile Creek,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Poor,Normal,Not recorded,0,0,23,0
1988,26-Oct,A,10,FOOT,115,115-20,115-20-010,Berners River,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,2724,0
1988,26-Oct,A,13,FOOT,115,115-32,115-32-027,"Clear Creek Murphy Flat, Chilkat Lake",Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,35,0
1988,27-Oct,A,14,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,150,2
1988,28-Oct,A,7,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,268,6
1988,1-Nov,A,16,FOOT,115,115-32,115-32-057,31 Mile Creek,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,19,0
1988,2-Nov,A,7,AERIAL,115,115-32,115-32-060,Mosquito Lake,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Fish present but not counted in Live,0,0,0,0
1988,2-Nov,A,8,AERIAL,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,95,0
1988,2-Nov,A,9,AERIAL,115,115-32,115-32-030,Takhin River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Poor,Low,Not recorded,0,0,150,0
1988,2-Nov,A,17,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,137,1
1988,5-Dec,A,1,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,360,0
1988,5-Dec,A,2,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,340,0
1988,13-Aug,A,17,FOOT,182,182-70,182-70-200,Ahrnklin River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,50,0
1988,19-Aug,A,13,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Tide Low,Normal,Normal,Not recorded,0,0,0,0
1988,24-Aug,A,1,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,0,0
1988,24-Aug,A,17,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,100,0,0
1988,24-Aug,A,18,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,350,0,0
1988,1-Sep,A,10,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,SLF,0,Not coded yet,Tide High,Poor,High,Not recorded,0,0,117,0
1988,2-Sep,A,1,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Tide Low,Poor,High,Not recorded,0,0,10,0
1988,2-Sep,A,8,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,SLF,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,1004,0
1988,2-Sep,A,17,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Tide Low,Poor,High,Not recorded,0,0,300,0
1988,6-Sep,A,4,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1500,0
1988,6-Sep,A,12,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,SLF,3,Peak survey - useful for indexing abundance,Not recorded,Excellent,Normal,Not recorded,0,0,1600,0
1988,7-Sep,A,8,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,2500,0
1988,7-Sep,A,15,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,500,0
1988,7-Sep,A,16,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,100,0
1988,7-Sep,A,17,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,1000,0
1988,8-Sep,A,5,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,5200,0
1988,15-Sep,A,7,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,800,0
1988,15-Sep,A,12,AERIAL,182,182-70,182-70-015,Old Situk River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,50,0
1988,16-Sep,A,4,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,REJ,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,1900,0
1988,19-Sep,A,1,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1300,0
1988,19-Sep,A,2,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,100,0
1988,19-Sep,A,3,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1988,23-Sep,A,5,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,3000,0
1988,23-Sep,A,6,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,High,Not recorded,0,0,500,0
1988,24-Sep,A,7,BOAT,182,182-70,182-70-120,Antlen River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,0,700,0
1988,25-Sep,A,8,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,350,0
1988,25-Sep,A,9,BOAT,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,1000,0
1988,26-Sep,A,12,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,SLF,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,3000,0
1988,27-Sep,A,1,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,High,Not recorded,0,0,11000,0
1988,27-Sep,A,4,AERIAL,182,182-20,182-20-010,East Alsek River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,3000,0
1988,27-Sep,A,6,AERIAL,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,500,0
1988,27-Sep,A,7,AERIAL,182,182-30,182-30-040,Gines Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,800,0
1988,27-Sep,A,8,AERIAL,182,182-30,182-30-032,Garbage Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,100,0
1988,27-Sep,A,9,AERIAL,182,182-30,182-30-015,Cabin Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1000,0
1988,27-Sep,A,13,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1400,0
1988,27-Sep,A,14,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,150,0
1988,27-Sep,A,16,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Normal,Not recorded,0,0,1000,0
1988,27-Sep,A,18,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,2000,0
1988,26-Oct,A,1,FOOT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,40,0
1988,26-Oct,A,18,FOOT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,LDS,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,84,0
1988,2-Nov,A,17,BOAT,182,182-70,182-70-015,Old Situk River,Unknown,Coho,REJ,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,250,15
1988,3-Nov,A,2,AERIAL,182,182-10,182-10-010,Doame River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,1000,0
1988,3-Nov,A,4,AERIAL,182,182-30,182-30-015,Cabin Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Excellent,Low,Not recorded,0,0,300,0
1988,3-Nov,A,5,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,650,0
1988,3-Nov,A,6,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,250,0
1988,3-Nov,A,7,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,700,0
1988,3-Nov,A,8,AERIAL,182,182-80,182-80-050,Ophir Creek,Unknown,Coho,GJT,0,Not coded yet,Not recorded,Normal,Low,Not recorded,0,0,500,0
1988,11-Sep,A,13,AERIAL,183,183-55,183-55-100,Spoon River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,800,0
1988,11-Sep,A,14,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1988,15-Sep,A,18,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1988,29-Sep,A,10,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,0,0
1988,11-Sep,A,15,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,B-K,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,700,0
1988,29-Sep,A,15,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,0,Not coded yet,Not recorded,Normal,Normal,Not recorded,0,0,120,0
1988,10-Aug,A,6,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,REJ,0,Not coded yet,Not recorded,Poor,High,Not recorded,0,100,0,0
1988,17-Aug,A,7,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GJT,0,Not coded yet,Tide Low,Excellent,Low,Not recorded,0,0,900,0
