Year,Day (mm/dd),Area Office Code,Form No,Line No,Survey Type Name,District,Stat Area,Stream Number,Stream Name,Area Surveyed,Species Name,Observer Initials,Usage Code,Usage Description,Mouth Count,Tidal Count,Live Count,Dead Count,Tide Description,Visibility Description,Water Level Description,Fish Presence,Comments
1992,8-Oct,A,103,2,FOOT,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,KFC,0,Not coded yet,0,0,654,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,8-Oct,A,107,2,FOOT,115,115-32,115-32-040,Spring Ck L Salmon R,Unknown,Coho,RPE,0,Not coded yet,0,0,174,0,Not recorded,Not recorded,Not recorded,Not recorded,plus 9 jacks
1992,9-Oct,A,103,1,FOOT,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,KFC,0,Not coded yet,0,0,1267,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,9-Oct,B,93,6,FOOT,101,101-80,101-80-070,Hatchery Ck-Yes Bay,Unknown,Coho,TPZ,0,Not coded yet,0,0,850,0,Not recorded,Visibility Poor,Water High,Fish present but not counted in Mouth,Hatchery Creek - several hundred in mouth
1992,10-Oct,A,104,9,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,132,2,Not recorded,Not recorded,Not recorded,Not recorded,
1992,10-Oct,A,104,10,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,238,1,Not recorded,Not recorded,Not recorded,Not recorded,
1992,10-Oct,A,108,13,FOOT,115,115-31,115-31-033,Sherman Creek,Unknown,Coho,SLF,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,none seen
1992,10-Oct,A,109,13,FOOT,115,115-31,115-31-035,Sweeny Creek,Unknown,Coho,M-L,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,11-Oct,A,103,4,FOOT,111,111-32,111-32-046,Moose Creek-Taku R,Unknown,Coho,KFC,0,Not coded yet,0,0,158,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,12-Oct,A,104,16,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,MRB,0,Not coded yet,0,0,2512,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,12-Oct,A,105,6,FOOT,111,111-50,111-50-010,Peterson Ck Favor C,Unknown,Coho,MRB,0,Not coded yet,0,0,393,10,Not recorded,Not recorded,Not recorded,Not recorded,
1992,12-Oct,A,107,3,FOOT,115,115-32,115-32-027,Clear Ck Murphy Flat,Unknown,Coho,RPE,0,Not coded yet,0,0,700,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,12-Oct,C,141,1,FOOT,107,107-45,107-45-078,Earl West Creek,Unknown,Coho,RLT,0,Not coded yet,0,0,18,0,Not recorded,Visibility Normal,Water Normal,Not recorded,WALKED BETWEEN BRIDGES
1992,12-Oct,D,26,6,FOOT,113,113-40,113-40-015,Starrigavin Creek,Unknown,Coho,RDJ,0,Not coded yet,0,0,241,0,Not recorded,Visibility Normal,Not recorded,Not recorded,Fish Good Shape
1992,13-Oct,A,104,11,FOOT,111,111-40,111-40-015,Salmon Creek Gast Ch,Unknown,Coho,CLS,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,13-Oct,A,104,12,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,92,1,Not recorded,Not recorded,Not recorded,Not recorded,
1992,13-Oct,A,107,4,FOOT,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RPE,0,Not coded yet,0,0,266,0,Not recorded,Not recorded,Not recorded,Not recorded,plus 5 jacks
1992,13-Oct,A,107,5,FOOT,115,115-32,115-32-066,Nataga Creek,Unknown,Coho,RPE,0,Not coded yet,0,0,15,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,14-Oct,A,103,3,FOOT,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,KFC,0,Not coded yet,0,0,265,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,14-Oct,A,107,6,FOOT,115,115-32,115-32-068,Tahini River,Unknown,Coho,RPE,0,Not coded yet,0,0,1077,16,Not recorded,Not recorded,Not recorded,Not recorded,plus 50 jacks
1992,14-Oct,B,106,1,HELICOPTER,102,102-60,102-60-082,Harris River,Unknown,Coho,JFK,0,Not coded yet,0,0,885,0,Tide Intermediate,Visibility Excellent,Water Low,Not recorded,
1992,14-Oct,B,106,2,HELICOPTER,102,102-60,102-60-084,Maybeso Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,210,0,Tide Intermediate,Visibility Excellent,Water Low,Not recorded,
1992,14-Oct,B,106,3,HELICOPTER,102,102-60,102-60-072,Twelvemile Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,575,0,Tide Intermediate,Visibility Excellent,Water Low,Not recorded,
1992,14-Oct,D,26,7,FOOT,113,113-66,113-66-006,St. John Baptist Hd,Unknown,Coho,AES,0,Not coded yet,0,0,110,0,Not recorded,Visibility Normal,Not recorded,Not recorded,
1992,14-Oct,D,30,1,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,KCK,0,Not coded yet,0,0,862,1,Not recorded,Not recorded,Not recorded,Not recorded,
1992,15-Oct,A,103,5,FOOT,111,111-32,111-32-038,Sockeye Creek-Taku,Unknown,Coho,KFC,0,Not coded yet,0,0,594,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,15-Oct,A,104,17,FOOT,111,111-50,111-50-006,Herbert River,Unknown,Coho,BJG,0,Not coded yet,0,0,53,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,15-Oct,B,107,1,HELICOPTER,101,101-75,101-75-005,Herman Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,115,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,2,HELICOPTER,101,101-75,101-75-010,Grant Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,270,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,3,HELICOPTER,101,101-75,101-75-050,Klahini River,Unknown,Coho,JFK,0,Not coded yet,0,0,90,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,4,HELICOPTER,101,101-75,101-75-015,Eulachon River,Unknown,Coho,JFK,0,Not coded yet,0,0,615,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,"left fork = 70, right fork = 545"
1992,15-Oct,B,107,6,HELICOPTER,101,101-45,101-45-078,Carroll Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,360,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,7,HELICOPTER,101,101-71,101-71-04I,Indian Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,550,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,8,HELICOPTER,101,101-71,101-71-04A,Barrier Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,85,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,9,HELICOPTER,101,101-71,101-71-04H,Humpy Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,90,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,10,HELICOPTER,101,101-71,101-71-04K,King Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,185,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,B,107,11,HELICOPTER,101,101-71,101-71-04E,Choca Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,150,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,15-Oct,C,139,1,FOOT,106,106-22,106-22-016,Navy Ck,Unknown,Coho,WRB,0,Not coded yet,0,0,107,0,Tide Low,Visibility Excellent,Water Low,Not recorded,Several hundred mushy humpies
1992,15-Oct,C,139,2,FOOT,106,106-21,106-21-004,Falls Ck McHenry In,Unknown,Coho,RLT,0,Not coded yet,0,0,40,0,Tide High,Visibility Excellent,Water Low,Not recorded,In first pool below falls.
1992,16-Oct,A,98,1,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,0,0,450,0,Not recorded,Not recorded,Not recorded,Not recorded,poor vis. good esc
1992,16-Oct,A,98,2,AERIAL,112,112-67,112-67-040,Jims Creek,Unknown,Coho,DJI,0,Not coded yet,0,0,20,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,16-Oct,A,98,3,AERIAL,112,112-80,112-80-028,Chaik Bay Creek,Unknown,Coho,DJI,0,Not coded yet,0,0,700,0,Not recorded,Not recorded,Not recorded,Not recorded,exc vis
1992,16-Oct,A,98,5,AERIAL,112,112-73,112-73-024,Weir Ck S Arm Hood B,Unknown,Coho,DJI,0,Not coded yet,0,0,100,0,Not recorded,Not recorded,Not recorded,Not recorded,red tide
1992,16-Oct,A,104,14,FOOT,111,111-50,111-50-052,Montana Creek,Unknown,Coho,MRB,0,Not coded yet,0,0,2208,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,16-Oct,B,108,1,HELICOPTER,101,101-55,101-55-040,Blossom River,Unknown,Coho,JFK,0,Not coded yet,0,0,550,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,16-Oct,B,108,2,HELICOPTER,101,101-30,101-30-030,Keta River,Unknown,Coho,JFK,0,Not coded yet,0,0,580,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,16-Oct,B,108,3,HELICOPTER,101,101-30,101-30-060,Marten River,Unknown,Coho,JFK,0,Not coded yet,0,0,1285,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,"Main = 435, Dicks = 850"
1992,16-Oct,B,108,4,HELICOPTER,101,101-30,101-30-083,Humpback Creek,Unknown,Coho,JFK,0,Not coded yet,0,0,550,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,16-Oct,B,108,5,HELICOPTER,101,101-15,101-15-019,Tombstone River,Unknown,Coho,JFK,0,Not coded yet,0,0,1035,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1992,17-Oct,A,104,13,FOOT,111,111-50,111-50-069,Fish Creek-Douglas I,Unknown,Coho,CLS,0,Not coded yet,0,0,15,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,18-Oct,A,104,15,FOOT,111,111-40,111-40-012,Vanderbilt Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,2,2,Not recorded,Not recorded,Not recorded,Not recorded,
1992,21-Oct,A,100,5,HELICOPTER,111,111-32,111-32-046,Moose Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,0,0,12,0,Not recorded,Not recorded,Not recorded,Not recorded,slu frozen
1992,21-Oct,A,100,6,HELICOPTER,111,111-32,111-32-068,Johnson Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,0,0,52,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,21-Oct,A,100,7,HELICOPTER,111,111-32,111-32-203,Wilms Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,0,0,1288,0,Not recorded,Not recorded,Not recorded,Not recorded,radio tags under ice
1992,21-Oct,A,100,8,HELICOPTER,111,111-32,111-32-056,Fish Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,900,460,18,0,Not recorded,Not recorded,Not recorded,Not recorded,"900slu,460stm,18abv dam"
1992,21-Oct,A,100,9,HELICOPTER,111,111-32,111-32-060,Wright Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,0,0,16,0,Not recorded,Not recorded,Not recorded,Not recorded,10 in one pool
1992,21-Oct,A,100,10,HELICOPTER,111,111-32,111-32-066,Yehring Creek-Taku R,Unknown,Coho,JJM,0,Not coded yet,0,0,30,0,Not recorded,Not recorded,Not recorded,Not recorded,viewed only 1 pool
1992,21-Oct,A,104,18,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,BJG,0,Not coded yet,0,0,274,8,Not recorded,Not recorded,Not recorded,Not recorded,
1992,21-Oct,A,105,1,FOOT,111,111-40,111-40-007,Switzer Creek,Unknown,Coho,BJG,0,Not coded yet,0,0,68,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,22-Oct,A,105,2,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,132,15,Not recorded,Not recorded,Not recorded,Not recorded,
1992,23-Oct,A,107,1,FOOT,115,115-20,115-20-010,Berners River,Unknown,Coho,LDS,0,Not coded yet,0,0,15290,10,Not recorded,Visibility Excellent,Water Low,Not recorded,
1992,24-Oct,A,108,14,FOOT,115,115-31,115-31-033,Sherman Creek,Unknown,Coho,SLF,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,none seen
1992,24-Oct,A,109,14,FOOT,115,115-31,115-31-035,Sweeny Creek,Unknown,Coho,SLF,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,27-Oct,B,111,9,FOOT,101,101-90,101-90-050,Naha River,Unknown,Coho,TPZ,0,Not coded yet,0,0,50,0,Tide Intermediate,Visibility Excellent,Water Normal,Not recorded,Hatchery Creek
1992,28-Oct,B,108,7,FOOT,101,101-15,101-15-085,Fish Creek-Hyder,Unknown,Coho,JFK,0,Not coded yet,0,0,214,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,29-Oct,A,105,3,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,BJG,0,Not coded yet,0,0,759,26,Not recorded,Not recorded,Not recorded,Not recorded,
1992,30-Oct,A,105,4,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,BJG,0,Not coded yet,0,0,549,43,Not recorded,Not recorded,Not recorded,Not recorded,pond is full
1992,30-Oct,D,26,8,FOOT,113,113-43,113-43-002,Nakwasina River,Unknown,Coho,WMD,0,Not coded yet,0,0,654,0,Not recorded,Visibility Excellent,Not recorded,Not recorded,
1992,6-Nov,A,105,5,FOOT,111,111-50,111-50-056,Steep Creek,Unknown,Coho,BJG,0,Not coded yet,0,0,517,95,Not recorded,Not recorded,Not recorded,Not recorded,poor vis in lower ponds
1992,9-Nov,A,105,7,FOOT,111,111-50,111-50-060,Duck Creek,Unknown,Coho,MRB,0,Not coded yet,0,0,54,26,Not recorded,Not recorded,Not recorded,Not recorded,culverts only
1992,10-Nov,A,105,8,FOOT,111,111-50,111-50-062,Jordon Creek,Unknown,Coho,CLS,0,Not coded yet,0,0,338,126,Not recorded,Not recorded,Not recorded,Not recorded,
1992,11-Nov,A,108,15,FOOT,115,115-31,115-31-033,Sherman Creek,Unknown,Coho,M-L,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,11-Nov,A,109,15,FOOT,115,115-31,115-31-035,Sweeny Creek,Unknown,Coho,M-L,0,Not coded yet,0,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1992,13-Nov,A,314,6,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,UFS,0,Not coded yet,0,0,2028,0,Not recorded,Visibility Normal,Water Normal,Not recorded,
1992,4-Dec,A,612,6,AERIAL,115,115-32,115-32-031,Tsirku-Big Salmon R,Unknown,Coho,RFS,0,Not coded yet,0,0,0,250,Not recorded,Visibility Excellent,Not recorded,Not recorded,Snowmachine bridge.
1992,4-Dec,A,612,7,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,0,0,0,1300,Not recorded,Not recorded,Not recorded,Not recorded,No carcs. Jacquot Island.
1992,4-Dec,A,612,8,AERIAL,115,115-32,115-32-064,Kelsall River,Unknown,Coho,RFS,0,Not coded yet,0,0,0,300,Not recorded,Visibility Excellent,Not recorded,Not recorded,5 Moose.
1992,4-Dec,A,612,9,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,0,0,0,3000,Not recorded,Visibility Excellent,Not recorded,Not recorded,19 Mile.
1992,4-Dec,A,612,10,AERIAL,115,115-32,115-32-025,Chilkat River,Unknown,Coho,RFS,0,Not coded yet,0,0,0,1500,Not recorded,Visibility Excellent,Not recorded,Not recorded,20 Mile.
1992,24-Dec,A,314,7,FOOT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,KAW,0,Not coded yet,0,0,3200,19,Tide High,Visibility Excellent,Water Normal,Not recorded,Office to REL Bridge.
1993,6-Jul,B,2,4,AERIAL,101,101-45,101-45-038,Salt Chuck George In,Unknown,Coho,MAW,0,Not coded yet,300,0,0,0,Tide Low,Visibility Normal,Not recorded,Not recorded,
1993,19-Jul,A,12,11,AERIAL,112,112-50,112-50-010,Pavlof River,Unknown,Coho,DJI,0,Not coded yet,50,0,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,9-Aug,A,96,4,AERIAL,111,111-50,111-50-092,Barlow Cove W Shore,Unknown,Coho,JJM,0,Not coded yet,50,0,0,0,Tide Low,Visibility Excellent,Water Low,Not recorded,may be pinks; stream is dry
1993,10-Aug,A,78,2,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,0,0,200,0,Not recorded,Not recorded,Not recorded,Not recorded,guesing at species
1993,13-Aug,A,63,13,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,JJM,0,Not coded yet,0,600,0,0,Not recorded,Visibility Poor,Water Normal,Fish present but not counted in Live,"maybe sockeye,black backs"
1993,17-Aug,D,31,6,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,KMK,0,Not coded yet,0,1,133,1,Not recorded,Not recorded,Not recorded,Not recorded,
1993,22-Aug,A,305,8,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,GFW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Normal,Water Low,Not recorded,
1993,22-Aug,A,305,9,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,GFW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Normal,Water Low,Not recorded,
1993,22-Aug,A,305,10,AERIAL,191,191-20,191-20-360,Big River,Unknown,Coho,GFW,0,Not coded yet,0,0,0,0,Tide Low,Visibility Normal,Water Low,Not recorded,
1993,22-Aug,A,305,11,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,0,Not coded yet,0,1500,2300,0,Tide Low,Visibility Normal,Water Normal,Not recorded,
1993,24-Aug,A,104,7,FOOT,112,112-17,112-17-016,Ward Creek,Unknown,Coho,WSL,0,Not coded yet,0,0,6,0,Tide Intermediate,Visibility Normal,Not recorded,Not recorded,
1993,24-Aug,D,31,12,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,KMK,0,Not coded yet,0,0,248,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,25-Aug,A,305,13,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide High,Visibility Normal,Water Normal,Not recorded,
1993,25-Aug,A,305,14,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide High,Visibility Normal,Water Low,Not recorded,
1993,25-Aug,A,305,15,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,KAW,0,Not coded yet,0,3000,200,0,Tide High,Visibility Normal,Water Normal,Not recorded,
1993,25-Aug,A,306,1,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide High,Visibility Normal,Water Normal,Not recorded,
1993,26-Aug,A,107,14,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,DJI,0,Not coded yet,0,0,1000,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,26-Aug,A,306,4,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,MST,0,Not coded yet,0,0,136,0,Tide Intermediate,Visibility Normal,Water Low,Not recorded,
1993,26-Aug,A,306,5,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,0,Not coded yet,0,2300,4800,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,29-Aug,A,306,6,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,0,Not coded yet,0,4500,3000,0,Tide High,Visibility Poor,Water Normal,Not recorded,
1993,1-Sep,B,117,5,FOOT,102,102-40,102-40-087,Sunny Creek,Unknown,Coho,UFS,0,Not coded yet,0,0,8,0,Not recorded,Not recorded,Not recorded,Not recorded,FOREST SERVICE
1993,3-Sep,A,114,16,AERIAL,112,112-67,112-67-035,Hasselborg River,Unknown,Coho,JJM,0,Not coded yet,0,0,2000,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,3-Sep,A,306,14,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,125,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,Old Italio
1993,3-Sep,A,306,15,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,30,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,Middle Italio
1993,3-Sep,A,307,1,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,550,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,3-Sep,A,307,7,AERIAL,182,182-30,182-30-015,Cabin Creek,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,5-Sep,A,307,9,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,0,Not coded yet,0,5100,9500,0,Tide Intermediate,Visibility Poor,Water Normal,Not recorded,poor vis. above markers
1993,5-Sep,D,32,3,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,KCK,0,Not coded yet,0,0,258,1,Not recorded,Visibility Poor,Not recorded,Not recorded,
1993,6-Sep,A,307,10,BOAT,182,182-70,182-70-010,Situk RIver,Unknown,Coho,MST,0,Not coded yet,0,0,4000,0,Tide Intermediate,Visibility Poor,Water Normal,Not recorded,
1993,9-Sep,A,307,11,AERIAL,191,191-20,191-20-360,Big River,Unknown,Coho,KAW,0,Not coded yet,0,0,2500,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,9-Sep,A,307,12,AERIAL,186,186-15,186-15-052,Jetty,Unknown,Coho,KAW,0,Not coded yet,0,150,150,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,9-Sep,A,307,13,AERIAL,186,186-10,186-10-011,Point Riou Creek,Unknown,Coho,KAW,0,Not coded yet,150,150,0,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,9-Sep,A,307,14,AERIAL,185,185-10,185-10-010,Yahtse River,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,9-Sep,A,307,15,AERIAL,185,185-05,185-05-015,Yana River,Unknown,Coho,KAW,0,Not coded yet,0,0,25,0,Tide Intermediate,Visibility Normal,Water Normal,Not recorded,
1993,9-Sep,A,308,1,AERIAL,183,183-25,183-25-080,Manby Stream,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Poor,Water Normal,Not recorded, poor visibility
1993,9-Sep,A,308,2,AERIAL,183,183-55,183-55-100,Spoon River,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide Intermediate,Visibility Poor,Water Normal,Not recorded,
1993,9-Sep,A,308,3,AERIAL,183,183-50,183-50-010,Ankau Creek,Unknown,Coho,MST,0,Not coded yet,0,350,0,0,Tide Low,Visibility Poor,Water Normal,Not recorded,"very poor vis., fissh on east end of Kardy lk."
1993,9-Sep,B,118,3,FOOT,102,102-60,102-60-090,Andersen Creek,Unknown,Coho,MAO,0,Not coded yet,0,0,50,0,Not recorded,Visibility Normal,Water Low,Not recorded,Mark Olsen
1993,9-Sep,C,182,5,AERIAL,105,105-32,105-32-004,Tunehean Creek,Unknown,Coho,WRB,0,Not coded yet,400,0,0,0,Tide Intermediate,Visibility Poor,Water Low,Not recorded,LAYING OFF #05
1993,9-Sep,C,182,9,AERIAL,105,105-32,105-32-032,W of Summit Is Rocky,Unknown,Coho,WRB,0,Not coded yet,50,0,0,0,Tide Intermediate,Visibility Normal,Water Low,Not recorded,TRAP
1993,9-Sep,C,187,1,AERIAL,106,106-42,106-42-010,Kah Sheets Creek,Unknown,Coho,WRB,0,Not coded yet,100,0,0,0,Tide Intermediate,Visibility Normal,Water Low,Not recorded,VERY LOW H2O
1993,10-Sep,A,308,4,AERIAL,182,182-55,182-55-015,Old Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,2580,0,Tide High,Visibility Normal,Water Normal,Not recorded,Old Italio
1993,10-Sep,A,308,5,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,3500,0,Tide High,Visibility Normal,Water Normal,Not recorded,"Middle Italio, 500 above markers"
1993,10-Sep,A,308,6,AERIAL,182,182-50,182-50-010,Italio River,Unknown,Coho,KAW,0,Not coded yet,0,0,50,0,Tide High,Visibility Normal,Water Normal,Not recorded,New Italio
1993,10-Sep,A,308,7,AERIAL,182,182-60,182-60-010,Dangerous River,Unknown,Coho,KAW,0,Not coded yet,0,0,30,0,Tide High,Visibility Normal,Water Normal,Not recorded,
1993,10-Sep,A,308,8,AERIAL,182,182-70,182-70-200,Ahrnklin River,Unknown,Coho,KAW,0,Not coded yet,0,0,0,0,Tide High,Visibility Normal,Water Normal,Not recorded,poor visibility at Antlen confluence
1993,10-Sep,A,308,9,BOAT,182,182-80,182-80-030,Tawah Creek,Unknown,Coho,KAW,0,Not coded yet,0,35,1251,0,Tide Low,Visibility Excellent,Water Normal,Not recorded,
1993,10-Sep,A,308,11,AERIAL,192,192-42,192-42-020,Tsiu River,Unknown,Coho,GFW,0,Not coded yet,0,1000,14000,0,Tide Low,Visibility Excellent,Water Normal,Not recorded,
1993,10-Sep,A,308,12,AERIAL,192,192-42,192-42-040,Tsivat River,Unknown,Coho,GFW,0,Not coded yet,0,0,3500,0,Tide Low,Visibility Excellent,Water Normal,Not recorded,
1993,11-Sep,A,130,11,FOOT,112,112-45,112-45-012,Opposite Seal Bay,Unknown,Coho,PWM,0,Not coded yet,0,0,83,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,11-Sep,A,130,12,FOOT,112,112-45,112-45-010,W of Ten Mile,Unknown,Coho,PWM,0,Not coded yet,0,0,13,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,11-Sep,A,130,13,FOOT,112,112-45,112-45-001,Opposite Long Bay,Unknown,Coho,PWM,0,Not coded yet,0,0,250,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,11-Sep,A,130,14,FOOT,112,112-48,112-48-035,Tenakee Inlet Head,Unknown,Coho,PWM,0,Not coded yet,0,0,500,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,11-Sep,D,32,9,FOOT,113,113-73,113-73-003,Lake Stream Ford Arm,Unknown,Coho,KCK,0,Not coded yet,0,0,715,3,Not recorded,Visibility Normal,Not recorded,Not recorded,
1993,13-Sep,A,130,15,FOOT,112,112-42,112-42-008,Indian River-Tenakee,Unknown,Coho,PWM,0,Not coded yet,0,0,250,0,Not recorded,Not recorded,Not recorded,Not recorded,
1993,13-Sep,C,210,5,FOOT,109,109-45,109-45-010,Security Bay Creek,Unknown,Coho,GFT,0,Not coded yet,0,30,0,0,Not recorded,Not recorded,Not recorded,Not recorded,
